ISO_A3,year,Under 5,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75 to 79,80 to 84,85 to 89,90 to 94,95 plus
PRT,2040,0.000352982,0.000163179,0.00021971,0.001384513,0.001979092,0.002375726,0.001930139,0.003516752,0.008805529,0.016316286,0.030546045,0.065015905,0.122735367,0.229271355,0.562505736,1.206727903,2.777586228,6.021364268,10.51589859,19.27612493
PRY,2040,0.000402531,0.000220654,0.000306789,0.006324229,0.007407309,0.007947299,0.008691749,0.010900089,0.018739237,0.03695525,0.070293158,0.133554716,0.288884275,0.559988296,1.241185213,2.060281737,3.627387617,6.250833701,8.052167895,11.75898761
PSE,2040,0.000282364,0.000295723,0.000197494,0.001742169,0.001975296,0.002929699,0.004957143,0.006721169,0.012551296,0.02633357,0.053492486,0.105868082,0.291391542,0.563928947,1.132166707,1.750355378,2.933583475,3.436373633,4.744815363,6.012530058
QAT,2040,0.000823752,0.000252058,0.000481831,0.001700052,0.000960354,0.00146065,0.00154672,0.002231281,0.003598933,0.00586221,0.014274151,0.031363719,0.089459991,0.218917932,0.437878848,0.757774859,1.361600518,2.45928044,4.673608571,8.386775373
ROU,2040,0.000163718,9.89E-05,0.000245775,0.001271477,0.002132866,0.00350105,0.003841183,0.009353919,0.024984807,0.05043452,0.11171636,0.194608713,0.308602734,0.45827658,0.913313303,1.48318166,2.313430709,3.492062518,5.058382915,7.26290204
RUS,2040,0.000274824,0.000169027,0.000243062,0.001934725,0.003786844,0.006824547,0.008452639,0.01445827,0.021769887,0.034291187,0.069172829,0.141336774,0.301302615,0.481855198,1.019920782,1.586326612,2.101661659,2.63596736,3.759544074,6.858286085
RWA,2040,0.00222926,0.0003092,0.000192967,0.001707675,0.003556809,0.003781167,0.008909836,0.014816243,0.027553358,0.07379504,0.14565554,0.34498379,0.701952806,1.17619887,2.307590161,3.447183111,5.473430662,6.841711267,10.40694053,11.62099388
SAU,2040,0.000107387,8.72E-05,0.000145848,0.00184734,0.002276808,0.002428415,0.003471187,0.006133222,0.010361426,0.018386444,0.043550191,0.088284429,0.185615084,0.337644099,0.765173822,1.303379462,2.383050479,4.025469013,6.089578683,6.761518803
SDN,2040,0.002591017,0.001241098,0.000832206,0.005585293,0.008156378,0.010127007,0.016830274,0.02342491,0.037314536,0.076559944,0.176994789,0.302606849,0.585029368,1.003270856,1.930023984,3.124541478,5.354394051,8.125937028,11.54731681,16.66787493
SEN,2040,0.000435866,9.30E-05,0.000122023,0.009687965,0.00789169,0.013500324,0.023805938,0.025678352,0.046362671,0.118800456,0.25419594,0.380972434,0.776127262,1.56967302,2.896010979,3.949111602,4.867100749,8.462202154,12.74916207,16.66013674
SGP,2040,0.000166086,8.45E-05,9.83E-05,0.000432031,0.000592651,0.00058213,0.000443491,0.000706135,0.001626269,0.003754077,0.009086641,0.023775107,0.064022022,0.125131266,0.3576394,0.620304761,1.034042031,1.449663185,2.125141902,2.846068915
SLB,2040,0.001617372,0.00117373,0.001038839,0.012132789,0.025263785,0.038638932,0.086437313,0.100784396,0.180533944,0.314870721,0.578484907,0.983889247,1.973622496,3.587607088,5.61888643,9.344973417,14.84654209,20.89260108,29.40788561,43.7073995
SLE,2040,0.001657819,0.000248361,0.000234914,0.00946291,0.008500503,0.014811507,0.034328458,0.036547816,0.058244447,0.145440297,0.299624554,0.441944654,0.905933716,1.875662032,3.00288991,4.408427305,5.37432435,9.092740888,14.07444433,18.89414494
SLV,2040,0.000158874,0.00014136,0.000273891,0.001790837,0.001967991,0.002756165,0.003369841,0.005081524,0.006501726,0.010690798,0.019451663,0.044544344,0.094344439,0.178093725,0.415552399,0.830943235,1.546807145,2.87440636,4.535865435,7.273869424
SOM,2040,0.003027172,0.000704178,0.000432268,0.002405155,0.005416103,0.006183069,0.020527176,0.034358258,0.070599627,0.187800465,0.366939882,0.842599036,1.60836895,2.614165825,4.571394276,6.585958917,10.53061108,13.8846304,25.35790181,30.16466378
SRB,2040,0.000138965,0.000144778,0.000275841,0.001150581,0.002161899,0.003516888,0.002896677,0.006184735,0.01364456,0.035777091,0.090590218,0.183061455,0.361511629,0.610067009,1.172703953,2.120704297,3.723880077,5.753064911,8.128923828,12.77137853
SSD,2040,0.00431955,0.000641633,0.000344883,0.002087208,0.004624018,0.005937992,0.013226682,0.022604006,0.043099602,0.096203109,0.187912517,0.434706808,0.935057359,1.185107929,2.617402842,3.6328982,5.521651061,6.818727139,10.68900253,12.48177099
STP,2040,0.00023577,9.05E-05,0.000154293,0.014595193,0.013226921,0.021902242,0.032110108,0.033626424,0.047265513,0.107488424,0.265630107,0.378607499,0.874776487,1.738099614,3.195493933,5.066688016,6.627958459,10.23134504,14.23542656,18.33195137
SUR,2040,0.001280382,0.000273151,0.00048694,0.005782136,0.005151699,0.00958563,0.009200721,0.015507029,0.022464935,0.034872729,0.073034198,0.146256226,0.284025962,0.478302184,0.890715348,1.510692946,2.981469714,4.228336251,5.186447886,7.402916162
SVK,2040,0.000520641,9.63E-05,0.000231267,0.001362709,0.002187036,0.002580908,0.002454358,0.004638151,0.008444519,0.016210267,0.039514323,0.084178421,0.165865763,0.24810199,0.507276456,0.867293192,1.396528632,2.112836974,2.895192613,4.225593644
SVN,2040,8.03E-05,2.28E-05,0.000162724,0.000331995,0.000392956,0.000428978,0.000411118,0.001040887,0.001772882,0.004894922,0.013635465,0.034637953,0.08516703,0.176240536,0.392814724,0.72256474,1.581150467,3.002293463,4.6104259,7.29675173
SWE,2040,0.000258072,0.000223331,0.000225314,0.000765219,0.000989797,0.001431205,0.0011828,0.001456191,0.002535341,0.005874222,0.015963083,0.049267054,0.124334353,0.292067609,0.62063164,1.232591832,1.908369029,3.486738542,5.635357929,9.741880943
SWZ,2040,0.001359444,0.000569122,0.000482799,0.008064229,0.010617556,0.013888175,0.01722275,0.031634455,0.07937893,0.175620574,0.3524123,0.704836098,1.11768549,2.201842719,5.740732296,7.589194112,10.2448532,13.58968337,18.65936674,28.86453394
SYC,2040,0.000696547,0.000337268,0.000382109,0.003289978,0.006824993,0.008091685,0.009083673,0.012452387,0.022699331,0.042116746,0.075046875,0.14710757,0.2853931,0.574092269,0.991972268,1.80313956,2.841475386,4.744961534,6.773892051,9.103647713
SYR,2040,0.0020316,0.000332819,0.000373173,0.006712774,0.006155281,0.007823399,0.007660924,0.010122007,0.01798497,0.033397955,0.073093355,0.136774023,0.274969248,0.453996015,0.897671462,1.548079293,2.534014608,4.026010991,5.127383437,4.193867044
TCD,2040,0.001256191,0.000220013,0.000174629,0.008347026,0.006504216,0.011614172,0.036739019,0.038339447,0.065148098,0.190308115,0.398852821,0.595335719,1.283735318,2.578587116,4.345717876,6.007171257,7.038907178,12.46381596,19.18710595,23.73215038
TGO,2040,0.000614996,9.20E-05,0.000128391,0.006749391,0.006225407,0.011487783,0.032900815,0.03496317,0.062216224,0.157003806,0.315247283,0.474181953,0.955718166,1.872792873,2.825138327,4.12638552,4.855825477,8.272073162,12.36283644,15.55916713
THA,2040,0.000558202,0.000333374,0.000369546,0.003772336,0.005426445,0.007537587,0.010331313,0.014362384,0.021922762,0.02558753,0.043601988,0.077509468,0.160319381,0.312058981,0.808784473,1.527121548,2.770916156,4.082716211,5.31362475,6.563023358
TJK,2040,0.001841635,0.000921558,0.00085358,0.006624419,0.014376086,0.015624857,0.024873857,0.035073711,0.046209261,0.06976977,0.11127288,0.198258674,0.384402962,0.604345576,0.911573384,1.48232547,1.915273848,2.692269151,3.395666301,3.993656652
TKM,2040,0.000754591,0.000337984,0.000711369,0.007467163,0.015376085,0.019279938,0.014490902,0.02145739,0.030597996,0.038500693,0.045528917,0.085915649,0.132818198,0.256105263,0.594763738,0.993185472,1.83893214,3.086495863,4.362420136,6.807941721
TLS,2040,0.000754797,0.000197391,0.000245065,0.003347028,0.006654669,0.006752984,0.009895714,0.0163856,0.027090729,0.055954072,0.129419742,0.253325465,0.632258136,1.182908438,2.771405823,4.475825193,7.388188263,11.97917573,16.5619619,22.07861849
TON,2040,0.001488268,0.001083941,0.001242141,0.014193516,0.022437183,0.027744022,0.042183784,0.051907634,0.086571759,0.12487053,0.179765283,0.273394883,0.570956704,1.270364599,2.74769656,5.134591576,8.203992877,12.10407924,20.85942826,35.71733799
TTO,2040,0.001071804,0.000324343,0.000197721,0.004650336,0.007348895,0.00906631,0.006319976,0.007372937,0.014470693,0.028239213,0.039254206,0.071760939,0.165187394,0.283701335,0.553975041,0.880217511,1.334141077,2.050030358,2.712144722,2.822768812
TUN,2040,0.000302024,0.000233991,0.000195571,0.001490429,0.002006802,0.002714309,0.004045281,0.005391895,0.009393396,0.015652696,0.035491675,0.070431334,0.143891395,0.282287497,0.609053867,1.146093826,2.469537968,4.08327233,5.508520932,7.734271078
TUR,2040,0.00023502,9.20E-05,0.00010283,0.001967818,0.00234742,0.002881588,0.003773689,0.006231352,0.014488732,0.033071028,0.078777255,0.18307385,0.370602586,0.740164259,1.733970082,2.896728194,4.821530868,5.789280149,5.456945345,5.470188635
TWN,2040,0.000502214,0.000194873,0.000197617,0.001332356,0.001678942,0.002861799,0.003110743,0.005864438,0.009789306,0.018233328,0.03011328,0.056367975,0.126063131,0.268279907,0.712076062,1.555678108,3.612298768,6.681483878,10.3964164,22.25870559
TZA,2040,0.003545624,0.000402094,0.0002378,0.002296999,0.00455227,0.005464439,0.012403577,0.020135901,0.037713847,0.092985873,0.169408341,0.39122783,0.754649007,1.214450635,2.375584117,3.464463543,5.480387122,7.151005872,11.23955415,12.44703853
UGA,2040,0.002474624,0.000418247,0.000265857,0.002665857,0.005550332,0.006574654,0.016734547,0.02575902,0.048689099,0.123164214,0.229948812,0.542410442,1.069798062,1.827937378,3.451850573,4.954001654,7.458324584,9.181181365,15.14529512,18.17219769
UKR,2040,0.000179204,9.23E-05,0.000193189,0.001664475,0.002593991,0.004409873,0.005297103,0.008970755,0.016026703,0.02578731,0.044406208,0.076926175,0.14610528,0.220152015,0.411677016,0.609576163,0.900939944,1.405372015,1.913584638,3.080653525
URY,2040,0.000579756,0.000467474,0.000361684,0.005156599,0.008132266,0.008190121,0.010525942,0.018379554,0.028226483,0.056245085,0.129095923,0.28300825,0.529075376,0.95050017,1.846046219,2.641188562,4.544171032,6.831308195,11.04834297,17.30517686
USA,2040,0.000362919,0.000167138,0.000149912,0.001191855,0.002052927,0.003190087,0.002902759,0.005379468,0.01286166,0.035646471,0.101192076,0.224821497,0.437102789,0.813256997,1.805454142,2.867419719,4.320654092,6.090772257,7.999397776,11.49171729
UZB,2040,2.96E-05,5.41E-05,0.000252122,0.00475062,0.008136653,0.01113802,0.01050059,0.015795001,0.024152332,0.030856971,0.053395795,0.093964343,0.221524143,0.403911172,0.785573127,1.368916041,2.101365359,2.91941552,3.845030074,5.039170491
VCT,2040,0.00065282,0.00029888,0.000462089,0.002968563,0.0053391,0.005521221,0.006080321,0.009143565,0.019599006,0.034551743,0.065387091,0.120351789,0.257550051,0.467917164,0.835853387,1.429025184,1.657094304,2.366723648,3.696223147,6.012542177
VEN,2040,0.000607813,0.000388713,0.000382589,0.002555014,0.002986067,0.004097173,0.003803758,0.006977471,0.012468348,0.025250366,0.058975436,0.119908662,0.234435584,0.409085245,0.915493725,1.621101235,2.913460028,5.367292405,8.459145156,12.32167036
VNM,2040,0.000432291,0.000103262,0.000186815,0.004551113,0.007895023,0.007615861,0.007217561,0.012048588,0.027303776,0.062565182,0.143353317,0.282583775,0.664978101,1.275361401,2.649633182,4.33037684,7.878952717,13.06801331,18.69150241,24.66750087
VUT,2040,0.002618883,0.001810795,0.001438266,0.019652225,0.038973222,0.056496401,0.14733865,0.171434412,0.256780258,0.375237492,0.566513981,0.860663018,1.67719067,3.066190056,4.933327451,8.40240805,12.90197555,18.56272479,30.14747774,49.30003088
WSM,2040,0.000991823,0.00058749,0.000821339,0.013029281,0.019338879,0.023887989,0.034966457,0.044294753,0.064556991,0.100515999,0.168820241,0.286545527,0.561094847,1.109152881,2.28057444,3.682100824,6.093316901,9.565489532,15.42511758,24.17578563
YEM,2040,0.002031283,0.001351125,0.001027202,0.006262963,0.008610399,0.01122801,0.015090429,0.022607336,0.040275685,0.072844541,0.163880036,0.275578076,0.490634951,0.908633989,1.537184418,2.471417634,4.156888019,6.207376582,8.760433679,12.94393634
ZAF,2040,0.001444038,0.000308417,0.000264374,0.004742664,0.009012098,0.01291451,0.014723472,0.020337316,0.041152569,0.08483592,0.209622074,0.465424927,0.746505334,1.429089498,3.414441233,4.305365731,7.040629708,10.7725527,15.78179371,20.6698276
ZMB,2040,0.002657608,0.000597375,0.000393383,0.00519926,0.011155015,0.01294386,0.019267223,0.030386225,0.061930112,0.13308784,0.241372529,0.539370983,1.057984452,1.728138504,3.736701177,5.191711516,7.839928548,9.208692691,12.69314872,13.99555604
ZWE,2040,0.000611441,0.00036985,0.000200645,0.004544845,0.007533049,0.009035001,0.014169203,0.026287865,0.064940873,0.147998252,0.343191023,0.642934518,1.121155313,1.919810806,4.186430174,5.517439034,7.855788342,9.851447691,12.82241736,16.69490126
AFG,2045,0.000647685,0.000841447,0.000808225,0.004585871,0.006695233,0.009324157,0.026392047,0.035086114,0.057221185,0.115862848,0.285692466,0.482308719,0.814077657,1.1543922,1.953367141,2.901286954,4.463291771,6.167800528,8.244843283,13.14442886
AGO,2045,0.004502009,0.000566765,0.000405867,0.003418279,0.006398589,0.00843304,0.011626294,0.016734243,0.034336058,0.076407106,0.166015209,0.342067221,0.692623278,1.281260073,2.481745797,3.574299179,5.359925249,7.687337088,12.0223965,15.38926746
ALB,2045,0.001220352,0.000629984,0.000597488,0.001790029,0.003304799,0.003622228,0.002610388,0.003614733,0.00604975,0.0110321,0.022864176,0.049512017,0.137145266,0.279991935,0.688807621,1.323740096,2.329280738,4.364356138,6.688647775,9.212705234
ARE,2045,0.001175082,0.000322987,0.001445067,0.023057402,0.015552298,0.018704572,0.016859174,0.025743957,0.052064872,0.083207363,0.184032341,0.314372545,0.673240947,0.870384814,1.33043212,1.501825264,3.305116552,5.493164997,8.709886427,13.63594359
ARG,2045,0.000772423,0.000332841,0.000323454,0.00568164,0.007826166,0.009184139,0.008768326,0.01230107,0.020061259,0.038851651,0.086102846,0.179622615,0.368625393,0.623627333,1.295575137,2.052884636,3.65377823,6.22566653,10.22587418,14.83735609
ARM,2045,0.000169188,0.000258938,0.000256403,0.001882258,0.00303258,0.002732233,0.003649749,0.006610845,0.019582156,0.028419772,0.059883134,0.115456867,0.234067686,0.438317884,1.089379298,1.928824216,4.050508842,8.146999024,11.35433684,15.16809927
AUS,2045,0.000150111,8.58E-05,0.0001124,0.00059851,0.00079318,0.001062069,0.000905522,0.001980886,0.005219294,0.013219159,0.032834952,0.072390107,0.154122922,0.334800678,0.779115588,1.380638295,2.40603892,4.142844401,5.857812547,9.317208622
AUT,2045,0.000343882,0.000155387,0.000260861,0.001013969,0.001082554,0.001191052,0.000909525,0.001914601,0.003889985,0.008987446,0.023668919,0.066684897,0.162172255,0.340360886,0.590526719,0.771912568,1.444615782,2.558819925,4.022778311,6.567019803
AZE,2045,0.001296458,0.001037275,0.001386693,0.005744332,0.011733847,0.013439757,0.013708361,0.019610346,0.031938148,0.048484006,0.093984492,0.166553506,0.336664486,0.665717502,1.189392323,1.886413601,2.968409125,4.853567689,7.14949869,11.19829612
BDI,2045,0.002954147,0.000715483,0.000406553,0.002514066,0.005235415,0.005966982,0.025295979,0.040806888,0.081579149,0.236011795,0.456477681,1.041864676,2.046681861,3.392810374,5.828307195,8.41332395,13.45013659,17.49161369,31.8310332,36.73851674
BEL,2045,0.000171597,0.00012541,0.000157316,0.000992106,0.001300353,0.001474305,0.001472543,0.002713699,0.007397979,0.016281658,0.044228211,0.115696316,0.26084361,0.447969583,0.91005883,1.475131969,2.603472118,4.74068361,7.994208093,13.5576392
BEN,2045,0.000801362,8.50E-05,9.54E-05,0.006028338,0.005403819,0.010328362,0.028483965,0.031257547,0.053524381,0.146569702,0.298834765,0.460576394,0.952931656,1.881811205,3.141643458,4.413457497,5.211876505,8.883566609,13.47562891,16.79705037
BFA,2045,0.000942369,0.000113274,6.76E-05,0.004135526,0.003519174,0.006229256,0.01956993,0.022139661,0.037327644,0.117002611,0.237916217,0.366533868,0.743220109,1.359431918,2.133940775,3.019759089,4.004658861,7.127402964,12.06630144,14.4425786
BGD,2045,0.000575914,0.000316903,0.000356829,0.002878246,0.004249596,0.007248046,0.015831758,0.026617293,0.054546544,0.109863417,0.316624291,0.545171358,1.198618365,1.893534169,3.772780855,4.96695751,7.531694568,11.68395445,17.10556664,24.52330971
BGR,2045,0.000132254,4.96E-05,9.93E-05,0.001565543,0.002986608,0.004146371,0.004213509,0.008236003,0.016963053,0.035034032,0.067906714,0.122400539,0.255584278,0.377711388,0.75283627,1.272796865,2.128393338,3.547929818,5.175423388,7.054340528
BHR,2045,0.000211126,0.0003106,0.000147038,0.002298456,0.003197546,0.002936476,0.002343458,0.002382867,0.004494986,0.007127817,0.023486381,0.057603287,0.177403088,0.445732724,1.21030806,2.407134489,4.079848429,6.587972695,10.00560436,15.81310044
BHS,2045,0.000577037,0.000141305,0.000170009,0.002359157,0.004229829,0.005676718,0.005105805,0.006129006,0.010461649,0.020409204,0.04126578,0.079324066,0.138325814,0.256461984,0.499320986,0.879635811,1.254963919,1.882754097,2.702026972,4.235658129
BIH,2045,0.000227857,5.54E-05,0.000168007,0.00169478,0.002293248,0.001694453,0.001853062,0.002677857,0.006818092,0.016531738,0.034325349,0.077457073,0.179639902,0.317172682,0.78758526,1.50554695,2.559783358,3.842716314,4.653624798,5.010055512
BLR,2045,4.52E-05,3.45E-05,2.80E-05,0.000346,0.000723259,0.001372625,0.00180739,0.003445756,0.006958034,0.012666353,0.026957428,0.051820283,0.115158027,0.189622139,0.420851517,0.637760017,0.851068619,1.236361913,1.792320225,2.866751317
BLZ,2045,0.001337252,0.000418126,0.000413689,0.006200353,0.008732411,0.016202382,0.013425254,0.015684942,0.026701662,0.051088109,0.104250869,0.224936311,0.421650064,0.654439104,1.195608224,1.953422928,3.314221077,4.141195583,5.117853591,7.965801888
BOL,2045,0.002889115,0.000634624,0.000607874,0.005441045,0.006657334,0.006536123,0.006974508,0.01049076,0.017948647,0.037214863,0.069527336,0.123963247,0.324635023,0.635527094,1.591555049,2.982180417,5.888652576,9.683838979,14.6337694,21.70942017
BRA,2045,0.00047135,0.000201301,0.000242522,0.004770722,0.005954401,0.007641668,0.00686159,0.011294959,0.021021822,0.039803264,0.083191006,0.163742211,0.310747281,0.561098842,1.198999811,2.029538273,3.306163009,5.231975943,7.254741107,9.837780837
BRB,2045,0.000286922,0.000132614,0.000290921,0.002277125,0.003357576,0.004368725,0.004477518,0.006589052,0.011047235,0.025176897,0.04609145,0.100865466,0.198474969,0.350140297,0.726101038,1.175008042,2.227476401,4.145213786,6.970009371,9.354529954
BRN,2045,0.000165205,0.000186534,0.000267328,0.00205502,0.00283681,0.003636269,0.003353838,0.005201057,0.009111657,0.016580785,0.036382797,0.076181731,0.21558295,0.502748221,1.330063057,2.42538225,4.410520603,7.769282417,11.58386664,16.73829662
